Server ID,Server Name,Server Status,Disk Usage (%),CPU Usage (%),Memory Usage (%),Operating System,Number of CPU Cores,RAM Capacity (GB),Network Traffic (Mbps),Disk I/O (IOPS),Server Location,Server Uptime (days),Target
8cf469bf-4b74-4cfc-96de-6da47257c052,Server A,Online,77.23,75.52,39.64,Linux,16,64,65.54,88.22,Office,106,0
60d959f6-727e-42a3-bc67-d0195e5c2bdf,Server B,Offline,19.82,48.95,72.55,Windows Server,12,32,41.73,61.36,Data Center,224,1
bd69d014-6db8-4eac-af99-2365b5f270d4,Server A,Online,57.41,47.64,39.06,Ubuntu Server,12,32,55.98,95.02,Data Center,352,1
adcaff38-f4b9-4426-86cf-ff8f40673ea1,Server B,Online,27.8,55.14,21.19,Windows Server,8,64,51.22,34.44,Office,59,0
4d4493fc-d2ac-4ad0-8002-0ff86e5bca62,Server A,Online,86.76,91.94,40.27,Windows Server,12,64,39.23,20.25,Data Center,355,1
771a1495-57c1-43bf-8ae8-4bf05b580309,Server C,Offline,21.19,36.23,75.01,Windows Server,6,8,48.0,55.32,Office,12,0
a6f72d3f-48fe-41b0-8f80-ace8bbb6209d,Server C,Offline,75.79,42.8,21.15,Ubuntu Server,12,32,80.17,92.38,Data Center,308,1
6db18d47-d778-4592-b0e7-47c0bbe1bbf9,Server C,Offline,41.54,75.75,12.52,Ubuntu Server,8,64,97.26,51.24,Office,6,1
dee32653-9b06-4300-acf0-e57d1adcf677,Server A,Online,41.54,60.52,10.77,Windows Server,8,16,85.75,78.08,Office,351,1
4b4f17af-822b-42f8-b9d3-3c8f56a60a2d,Server C,Offline,16.5,59.23,85.0,Ubuntu Server,12,32,33.6,24.77,Office,65,1
5b5b2459-5685-458d-8344-a9fdb6fd8615,Server B,Online,69.59,30.95,77.66,Ubuntu Server,12,64,37.62,47.1,Office,3,0
0d3f8dc5-cbad-41b2-95a7-9f37c59cc34a,Server B,Online,81.38,66.27,51.59,Linux,12,32,41.35,35.65,Office,328,1
46cd9a33-c94c-479d-9a52-ce596b233efa,Server A,Offline,36.47,93.07,50.06,Windows Server,4,16,36.62,14.75,Data Center,317,1
f869e2cf-bfcc-4896-af54-fb560a94a583,Server C,Online,47.13,88.01,58.34,Linux,6,8,15.78,92.16,Office,289,1
d0d9806b-1d94-40df-a5c3-377b2b2b154f,Server C,Offline,85.48,55.66,10.15,Linux,4,16,49.28,40.78,Office,136,0
84ff4c87-205d-40d7-825f-54fb96e8c9fa,Server B,Online,35.39,89.94,90.69,Ubuntu Server,16,16,76.17,67.52,Office,186,1
59c5a33f-c12c-4393-97bb-00ec3e4b522a,Server A,Offline,10.28,14.8,82.53,Linux,4,8,74.59,68.96,Office,9,0
729f4076-0486-4001-a278-80e77bc85c44,Server A,Offline,29.96,39.29,37.76,Linux,8,8,17.38,18.71,Office,55,0
2f69ba83-a157-48b6-afd9-d685c9a4b174,Server B,Offline,85.25,54.06,61.98,Linux,4,64,80.96,36.19,Data Center,189,1
8d2813c9-a73e-4bfc-971d-b4eb24b8f140,Server C,Online,57.86,57.51,44.25,Linux,4,16,10.29,96.9,Data Center,41,1
78c84dc2-e2ff-42ba-8078-389928569be2,Server A,Online,84.55,51.3,30.77,Windows Server,8,32,41.34,59.89,Office,72,0
5fc4772c-82ca-4cb3-9715-0c8fa24f56fd,Server B,Online,64.13,70.06,60.67,Windows Server,16,16,52.98,94.98,Office,216,1
5e784a85-a194-4b0e-8184-7620230b2da9,Server A,Online,87.37,71.81,21.83,Linux,12,64,37.98,90.44,Office,288,1
71f14c29-5dee-4147-90c7-654ef70c5844,Server C,Offline,90.07,76.86,56.97,Linux,8,8,14.58,50.77,Office,258,1
046aacbb-2a02-4a92-bb53-8b40fc782b76,Server C,Online,29.1,18.29,31.41,Windows Server,16,32,94.73,42.05,Data Center,51,1
a3708075-f782-44d8-a986-ce823e979d2b,Server C,Online,58.03,25.95,22.52,Windows Server,6,64,71.17,21.72,Office,166,0
5cf28cf2-093f-4982-8cdb-3eecc1273836,Server C,Offline,53.24,78.44,90.75,Linux,12,32,29.06,35.87,Office,101,1
e8e756ce-7187-4707-ba95-9b1b809ea556,Server C,Online,64.43,79.42,16.45,Ubuntu Server,4,16,15.32,99.84,Office,14,1
5d35238d-34af-4c8c-997c-c824e27460fa,Server A,Online,25.15,19.23,28.53,Linux,16,16,33.75,59.31,Data Center,245,1
c06e41e8-74bb-4dc4-a061-730e16a551f2,Server B,Online,93.35,85.78,77.67,Linux,8,8,58.89,83.97,Data Center,225,1
d41ea47f-ddbe-4fba-ba87-568845546a6d,Server C,Online,42.03,83.14,57.48,Ubuntu Server,8,16,56.11,70.16,Office,62,0
37da0fb5-0de4-4a42-aab0-62a402c67df8,Server C,Online,87.15,59.12,83.69,Ubuntu Server,6,16,56.76,58.68,Data Center,23,0
fc70394c-8a54-4b1a-9258-04d6fc98a527,Server A,Online,11.0,29.18,57.84,Linux,12,16,15.88,41.46,Data Center,318,1
ab460195-76eb-43c5-81e8-a47ef041cd58,Server A,Online,36.7,18.52,17.14,Linux,16,16,22.78,75.88,Data Center,105,0
71868eb4-d68e-4f7c-b6a6-67c54af350c4,Server A,Online,27.28,39.12,76.32,Ubuntu Server,8,16,43.32,58.72,Data Center,17,0
75c1e04c-1ade-4049-b3d6-110238aafb4c,Server B,Online,43.54,88.15,49.08,Ubuntu Server,8,8,26.5,27.11,Office,178,0
1e888272-03d3-4aa3-9087-6d6bdbdbc0ba,Server B,Offline,50.22,56.38,21.13,Windows Server,12,16,20.91,93.45,Office,3,1
4639f979-64f1-4da2-9f3a-4e054581f3cd,Server C,Online,88.18,62.63,82.22,Linux,16,64,77.64,53.0,Data Center,267,1
01b94f7d-e918-4784-9d5d-870c6465d626,Server A,Online,86.0,76.9,53.31,Ubuntu Server,12,16,12.76,23.88,Data Center,37,0
0967093b-808e-48f4-9bea-c9120dcb41ab,Server B,Online,66.16,50.97,21.04,Windows Server,8,32,64.58,39.66,Data Center,92,0
2bc809c8-2ade-428c-98d6-3329e567453c,Server C,Online,86.78,33.22,33.02,Linux,4,32,25.0,23.4,Data Center,16,0
58d483ec-97f3-4cc5-87bd-10dabfa4e64c,Server B,Offline,42.39,52.15,59.05,Ubuntu Server,12,32,70.94,34.0,Office,124,0
94565454-669f-409a-814c-6cbb10006e18,Server B,Online,31.81,45.98,51.63,Ubuntu Server,12,32,12.73,82.34,Data Center,10,0
466457e6-2604-4de0-a213-d92b2ee0813a,Server C,Offline,24.32,12.31,78.26,Windows Server,16,64,27.6,77.07,Office,200,1
8ba65093-6e78-471d-8965-7916cd3d0e97,Server B,Offline,83.02,75.33,28.98,Windows Server,4,16,27.89,49.6,Office,71,0
15dbb194-11c3-42da-9ff0-5ae4c39dd81b,Server B,Offline,21.93,54.79,93.85,Linux,6,64,32.04,92.73,Office,218,1
a10e54d4-ec03-428d-8bb0-039e530d82a8,Server B,Online,59.72,24.31,17.65,Ubuntu Server,8,32,87.57,75.35,Data Center,238,1
2511fc27-6f21-4e02-95c2-92343cbfd23c,Server C,Online,71.19,83.81,66.85,Windows Server,4,64,24.42,66.82,Office,260,1
b8342ad6-82b1-4d13-bb9f-c302952edf57,Server A,Offline,49.46,24.28,51.34,Linux,8,64,58.6,85.76,Data Center,170,0
d0385c6f-d1d8-4584-9157-cabe05d2af64,Server A,Online,21.64,11.87,37.59,Ubuntu Server,6,64,41.09,70.34,Office,284,1
2aa98986-f503-4b2f-ab19-168db7d38f67,Server C,Online,50.99,79.32,54.9,Linux,6,8,30.84,13.06,Data Center,32,0
204261bc-eebe-4dc5-be95-32f632f43529,Server A,Offline,21.0,60.16,34.69,Ubuntu Server,6,16,83.21,55.7,Data Center,283,1
5e321af3-9176-418d-9c84-a0ebe1f489f4,Server C,Online,13.92,61.89,64.3,Linux,6,64,70.07,12.63,Data Center,295,1
1879cca6-ad9f-45b7-b838-3b39952f6216,Server A,Online,80.27,28.48,85.39,Linux,6,32,31.68,65.78,Office,330,1
cda49417-cd17-4264-9ac5-8a2b863464e2,Server C,Online,18.28,23.38,16.61,Windows Server,8,8,28.52,12.44,Office,220,1
4d174645-ff85-4d09-b805-a1a08a14a3cc,Server C,Offline,19.1,87.55,67.33,Windows Server,8,16,55.57,95.49,Data Center,92,1
361ccff7-4572-4220-a09d-c624c74b2f50,Server A,Offline,63.95,73.3,53.36,Ubuntu Server,8,64,32.95,46.46,Data Center,281,1
e6ce4dbf-18ce-41b0-9922-8f34299859e1,Server C,Offline,38.72,46.27,25.68,Ubuntu Server,4,8,92.02,90.9,Data Center,89,1
7dc66a8b-f772-4c1f-8c6d-a011d8789c3b,Server C,Offline,29.32,65.53,46.09,Linux,12,32,66.54,90.83,Office,88,1
1a77dc47-d87c-449b-b699-c9be2bb413af,Server C,Online,74.28,83.44,27.22,Ubuntu Server,6,8,24.52,76.14,Office,228,1
e310523d-3583-4a8d-9d96-db11eee2bda4,Server C,Online,21.36,44.38,64.21,Linux,8,8,63.08,39.84,Data Center,132,0
676621f8-3615-4962-b399-8fd24336f178,Server C,Online,76.61,42.13,60.65,Windows Server,6,8,42.18,14.85,Office,284,1
a06c40ec-fc05-4bdd-b507-c285e0ba6bd4,Server A,Online,85.7,75.17,55.54,Ubuntu Server,6,8,66.26,78.14,Data Center,71,0
2dcb135d-8961-44c6-9b6c-4699b80ecc34,Server A,Offline,45.11,51.02,66.52,Linux,8,8,45.03,35.17,Office,291,1
12e9cf68-18ef-4b59-9da0-aff5a3e949a9,Server C,Offline,49.0,11.62,37.29,Windows Server,16,64,79.85,58.19,Data Center,104,0
52163e8f-5b5c-484a-a89a-719de14b2de1,Server B,Online,29.55,75.13,21.83,Linux,4,32,58.99,41.5,Office,362,1
eccbfa3d-6a77-4c21-9127-4e5e968d04f3,Server B,Online,46.74,54.59,48.61,Linux,12,16,31.97,35.74,Data Center,88,0
51fd170e-4c2b-4739-a004-df3b1fdee369,Server A,Online,86.17,66.73,36.97,Windows Server,16,16,71.94,17.85,Office,316,1
4e52a430-4d3b-4a21-a38e-574c386447c7,Server C,Offline,85.15,22.46,49.6,Linux,8,8,47.52,69.4,Data Center,264,1
b556eab0-fc0f-4b5c-8c58-dc8d9a1a7079,Server A,Offline,73.16,85.13,45.64,Ubuntu Server,16,16,82.92,88.54,Data Center,222,1
f2c07ff1-3051-4684-9c66-5bce7c396db1,Server B,Offline,26.81,57.85,78.67,Linux,12,8,80.22,13.97,Data Center,338,1
7f60e773-6f3c-429f-bc88-32ba082b160d,Server B,Offline,13.65,32.29,28.9,Windows Server,16,32,19.92,73.02,Data Center,176,0
4265e57b-615b-442d-8823-94e6f76fabca,Server B,Online,59.37,62.32,55.55,Linux,4,64,32.47,94.64,Office,178,1
52d57a5c-ed50-4fc0-a194-97449cdcf455,Server B,Offline,28.32,53.3,64.18,Windows Server,4,16,72.26,19.62,Data Center,26,0
4fd07f9a-e43c-4968-88e9-77c73511463c,Server B,Offline,49.02,62.47,78.09,Linux,8,64,71.58,24.04,Data Center,286,1
870bc7db-d716-4592-b575-33581f721a58,Server A,Online,78.6,34.37,40.3,Linux,6,8,73.32,46.91,Data Center,183,1
0ba10bd8-c163-420a-8f7b-fdab4b163900,Server C,Online,52.93,68.17,57.34,Windows Server,6,8,59.37,87.31,Data Center,341,1
a71fbcae-c790-4a54-9a94-b4d67b5706ed,Server A,Offline,60.79,41.77,15.79,Ubuntu Server,4,8,96.1,14.65,Data Center,70,1
3d837b7d-fe12-4d75-8d45-594b4693e7c3,Server C,Offline,53.16,13.73,50.01,Ubuntu Server,6,8,91.61,53.96,Office,114,1
f8f03fbc-b848-4432-8627-30bf2bf88b07,Server C,Online,44.69,19.06,46.94,Ubuntu Server,12,8,30.23,92.26,Data Center,126,1
fbeed839-30a5-4fc6-9d45-bf7631adb845,Server C,Online,68.77,21.05,15.38,Linux,16,64,72.24,27.53,Office,365,1
b8ba37a9-0b31-48db-8200-a7946b9d2333,Server A,Online,37.72,56.64,62.02,Linux,16,16,75.66,57.19,Data Center,147,0
c071215e-7892-4ad2-b62e-89d78925d8e6,Server B,Online,25.17,31.08,59.65,Ubuntu Server,8,64,11.75,29.92,Data Center,128,0
c23b3bb9-fd3b-49dd-a52f-79dea276f3c7,Server B,Online,47.97,59.84,27.58,Linux,12,64,23.03,78.66,Data Center,124,0
734561ff-5a60-42d6-a5ac-25d53074b72b,Server C,Online,65.08,42.33,32.3,Ubuntu Server,8,8,44.74,90.86,Data Center,55,1
5716edff-73c8-4a4a-98e3-5db1b765e16f,Server A,Offline,72.43,91.08,86.44,Linux,6,16,61.92,37.96,Office,161,1
270be753-d0b5-4472-a30d-6c5bfe5a9e87,Server C,Online,56.62,73.55,61.4,Windows Server,12,16,13.67,64.15,Office,295,1
bf66f18a-bac4-4d8c-a733-25be1b3cae80,Server C,Online,19.41,12.33,71.35,Windows Server,16,8,29.61,53.66,Data Center,275,1
0b5be6e6-1137-4a69-9cf3-1b4a4ab49d4e,Server C,Offline,56.8,65.93,10.05,Linux,8,64,54.54,25.43,Data Center,123,0
3b915ea2-1a8b-4c15-b594-0bd5a1dc6103,Server C,Offline,92.09,25.46,46.08,Linux,6,64,65.85,55.6,Office,74,0
1e50503b-fb3c-48b9-8eb7-e1f69a1fab2a,Server B,Online,20.33,68.35,22.3,Windows Server,16,8,98.26,81.99,Data Center,245,1
0fc862ec-7bcc-4e74-9908-9145e6f4c6a8,Server B,Offline,20.61,24.1,11.64,Ubuntu Server,4,64,66.19,66.06,Data Center,28,0
9bda8e63-5653-4230-b410-2e3aac1dc0e7,Server C,Online,66.22,43.6,25.66,Linux,12,64,72.62,78.92,Office,15,0
0f7b83d5-88c6-4887-bf01-041eebdea75f,Server B,Online,94.0,51.06,46.23,Windows Server,4,64,61.62,60.68,Office,49,0
5645fb87-77c5-4d91-92cb-3dc79281dc51,Server B,Online,64.51,49.46,43.77,Windows Server,16,8,62.58,71.08,Office,22,0
38b79b9d-3cd1-45fa-a2bf-15f8a6a1bc7b,Server A,Offline,28.18,77.42,93.09,Ubuntu Server,16,8,63.75,31.25,Office,314,1
8cbf4d68-4365-43df-a221-bb4f33fd0e1d,Server C,Online,21.07,42.28,73.67,Ubuntu Server,6,64,76.01,69.42,Office,65,0
2c05d3d3-16f1-4a2f-bc01-567e649ebcb3,Server A,Offline,85.66,31.43,83.06,Linux,16,8,48.7,55.59,Office,111,0
59f6354d-bdf7-43a8-83d7-cc4327adce47,Server A,Online,47.54,67.08,45.73,Linux,8,32,47.77,23.44,Data Center,250,1
b156c1e2-cb2b-43ba-a622-4d865f287d87,Server B,Offline,59.51,19.18,27.85,Ubuntu Server,12,8,32.0,88.53,Office,101,0
cde3ba2f-2eb5-406b-9f8f-d68018adbf73,Server A,Online,39.19,57.93,38.71,Linux,16,16,24.45,50.61,Data Center,218,1
350d50a3-8d25-4cee-af3d-3a2770068cf5,Server B,Online,14.09,85.09,27.98,Ubuntu Server,16,64,33.12,11.23,Office,247,1
1570c2e9-e201-489b-88f5-846541870947,Server C,Offline,18.4,64.1,59.41,Linux,16,16,43.08,62.31,Office,38,0
a4216490-921f-4968-9f5b-b370ee39b6d4,Server B,Offline,54.58,12.59,81.41,Ubuntu Server,6,8,69.2,74.59,Data Center,17,0
fffd9fc5-92c2-4a4f-8960-b29d45b61d7c,Server B,Online,56.83,79.26,44.69,Ubuntu Server,4,64,17.5,78.96,Office,309,1
30a7682e-5855-41cf-a976-50ee3d775efe,Server C,Online,32.06,16.89,61.28,Ubuntu Server,4,16,70.16,12.81,Data Center,148,0
b3499b0a-303f-43f0-bcdf-6f6fa0e6791a,Server C,Offline,75.93,19.56,27.18,Ubuntu Server,16,8,12.68,70.27,Data Center,133,0
b35b25ab-36d2-4ac6-ba06-b2429ad37980,Server B,Online,86.09,72.23,21.8,Ubuntu Server,4,16,73.49,35.37,Data Center,153,0
ca69db36-00da-48c9-bde9-e81f798c66e3,Server B,Online,89.43,30.65,79.09,Windows Server,4,64,75.59,47.46,Data Center,136,0
93630ced-3e52-40f1-8c8c-693eb7fd422b,Server A,Online,46.88,79.95,29.44,Linux,16,64,46.58,78.0,Office,82,0
0c95d2e8-314a-46cb-a756-17b2218afbae,Server C,Offline,60.94,24.12,46.34,Linux,4,16,46.4,57.44,Data Center,297,1
309d362a-167b-4acc-b2c9-c3d457aeb5c6,Server B,Offline,24.9,87.59,26.44,Windows Server,6,32,66.88,83.19,Data Center,112,0
e9a191a9-77b2-4584-8f7f-6ae679db9fbf,Server B,Online,53.54,11.8,63.54,Ubuntu Server,6,16,35.22,81.05,Data Center,352,1
cb1a0301-43e1-4583-91df-faaaf997ef78,Server B,Offline,56.19,66.64,36.68,Linux,4,16,21.45,38.36,Data Center,168,0
4921505a-a7d2-4558-a96f-e68761e047be,Server B,Offline,31.11,76.43,13.57,Ubuntu Server,12,32,17.5,33.93,Data Center,125,0
ae4f6bc9-5f8b-41e3-94bc-5b17b74675b1,Server A,Online,15.36,59.3,87.95,Windows Server,6,16,21.72,67.85,Data Center,334,1
ed5a5af3-7063-461f-98bd-51f16ffd5fd3,Server B,Offline,92.44,85.5,68.43,Windows Server,16,32,82.12,85.46,Office,77,0
b2b4100a-922e-4ae3-860b-cb32f1942391,Server A,Offline,20.88,77.73,74.8,Windows Server,4,8,32.46,93.63,Office,103,1
3d99f96f-1966-4ce1-ad36-5ced23f914ef,Server C,Online,22.56,60.61,31.88,Windows Server,8,32,29.77,26.14,Data Center,62,0
898a77f5-5659-46ad-841b-e7662fa06ab2,Server B,Online,56.87,82.27,50.8,Ubuntu Server,12,16,27.63,73.98,Office,98,0
33e61c49-4fc8-4795-a726-b80d8ede9a46,Server A,Online,80.55,48.28,39.49,Linux,6,64,93.32,69.02,Office,35,1
cf627256-cca3-458a-9e09-7db1cffad33e,Server B,Online,48.54,57.79,30.06,Windows Server,4,32,60.81,84.19,Office,125,0
f7a79ea3-02aa-48e0-b557-f8fba76834db,Server A,Offline,88.98,86.26,30.44,Linux,6,8,71.96,63.63,Data Center,345,1
f4897650-6189-4a07-b6c8-a9fc9213ba18,Server A,Online,71.73,65.05,71.5,Windows Server,16,8,21.91,69.35,Office,162,0
509f9bcc-cf23-462f-9a2b-a2a5db7e9610,Server B,Offline,52.16,87.09,65.01,Ubuntu Server,4,32,97.59,73.06,Office,262,1
58b555a6-a702-4027-a98d-a2268d8c3afc,Server C,Offline,28.33,41.11,89.85,Linux,16,64,90.26,54.32,Office,52,1
1ba4f6bd-279e-4db5-a224-93bf15c4c706,Server C,Online,46.78,94.6,45.62,Linux,8,32,95.26,16.04,Office,95,1
66e8042c-ed2d-4337-895d-a94b381a3e2f,Server A,Offline,63.06,91.6,44.59,Ubuntu Server,16,16,98.44,63.33,Data Center,116,1
b6ef6c15-b180-4db0-87ab-107bf3936ac6,Server C,Offline,88.14,67.22,82.48,Windows Server,8,32,97.02,71.08,Office,285,1
4ffc6db0-23f7-4e4d-bee0-a06ef1c737c5,Server B,Online,89.66,45.32,37.87,Windows Server,8,8,15.39,97.53,Office,103,1
be84950e-3309-48cd-88d5-3e7f07bd6d82,Server A,Offline,18.4,37.17,42.53,Ubuntu Server,4,16,96.11,42.72,Data Center,102,1
5af8af2b-6bed-474c-9864-ae10e8c37744,Server B,Online,76.1,66.53,82.04,Ubuntu Server,12,16,89.79,64.71,Office,220,1
804b331a-cdcf-4a1a-91f1-0d33b4e6a2fb,Server B,Offline,64.77,58.35,85.07,Linux,12,8,90.18,28.8,Data Center,274,1
7fd02c64-c3b4-4958-9b9b-6b35f9d52d7c,Server C,Online,50.91,45.08,77.22,Ubuntu Server,4,64,35.56,91.49,Office,194,1
fd5e6dcd-1fc9-4a1f-8e88-ef2d1fe4e031,Server B,Offline,42.92,82.23,94.86,Windows Server,4,8,73.66,25.02,Office,113,1
a4ababfd-9859-4d4a-b3d4-da788dca3fb7,Server A,Online,76.64,14.82,94.65,Windows Server,4,8,11.63,21.51,Data Center,25,1
2d5f0614-6281-4d11-b7ae-ed459f5785ca,Server C,Online,83.79,87.76,20.48,Windows Server,6,16,96.27,53.43,Office,291,1
e04f7e6f-9f97-40c2-9b46-1bbab6e366ce,Server C,Online,46.41,43.63,83.22,Ubuntu Server,4,32,77.6,21.82,Office,148,0
825eac33-9c5a-4d2d-bbe9-c26fd4d7aafd,Server C,Online,23.16,39.16,90.38,Windows Server,12,32,54.96,99.39,Office,296,1
7d6f0477-bdda-4baa-a283-5bc71ed35fda,Server B,Online,71.47,16.38,25.06,Windows Server,4,64,85.53,49.83,Office,33,0
c2a560ce-e561-40a6-936e-e12581df30d5,Server C,Offline,54.11,77.3,50.63,Windows Server,4,16,73.71,83.44,Office,326,1
1b04b647-07ce-47a6-b595-3dac37fb54ae,Server B,Online,52.21,71.26,67.68,Linux,4,8,35.28,26.92,Data Center,148,0
ca614e48-4de3-4ffd-94ad-c3dbbfe9aee9,Server B,Online,13.45,35.79,31.5,Windows Server,12,64,48.07,87.71,Data Center,338,1
459a4ff2-ea71-4187-b29b-a6bf9f0418f0,Server B,Offline,34.61,79.65,52.76,Windows Server,6,16,78.75,32.23,Office,11,0
eacb2c78-77c3-4c6b-bf54-43ac50201ec8,Server C,Online,85.12,51.72,86.62,Linux,8,16,19.04,24.48,Data Center,310,1
29f3218d-67fa-4eb1-8eee-1c4ca97ef87a,Server A,Online,88.95,85.59,16.44,Windows Server,12,64,92.92,46.39,Data Center,238,1
fccd0bf3-200c-411c-9425-287333f43422,Server A,Offline,65.86,63.24,53.76,Ubuntu Server,4,32,86.48,32.72,Data Center,146,0
47005de7-72b4-4fc2-b9f9-da1c7c54730c,Server C,Offline,64.65,83.67,70.61,Linux,6,32,82.98,70.13,Data Center,70,0
8c6ce9af-5391-4152-849d-a9a125e731b5,Server B,Online,90.87,49.49,16.21,Linux,16,8,99.44,30.97,Data Center,315,1
7d0ee4a1-453a-4077-bfef-c6c8bd1ce1fb,Server B,Offline,43.76,37.61,39.93,Ubuntu Server,8,64,76.28,75.44,Data Center,174,0
fa85c3bf-afde-4f1f-b134-35ee26e97dab,Server B,Offline,64.35,41.19,86.55,Ubuntu Server,12,64,35.8,16.43,Office,169,1
468455a5-9d80-40de-b553-254230108802,Server B,Online,43.32,91.36,72.88,Linux,4,8,44.63,22.5,Office,149,1
df9414f2-27d8-4154-a754-08224fc04f0b,Server B,Online,81.54,16.22,55.1,Windows Server,16,64,71.06,75.28,Office,193,1
ccf5d9b9-798b-4d3f-b4f2-c37a9c439be6,Server B,Offline,56.26,40.35,54.68,Ubuntu Server,4,32,33.37,59.79,Data Center,257,1
31955c94-7ac0-4c86-8768-c3217602a99a,Server B,Offline,32.5,22.32,13.45,Linux,4,16,95.9,35.36,Data Center,352,1
c6df911c-55ac-4ec4-b55b-33e456006b8a,Server C,Online,83.13,53.09,49.64,Ubuntu Server,16,8,75.3,33.86,Office,252,1
1dfd65a9-0e22-4929-b871-0e91f5cf8379,Server B,Offline,42.93,52.91,80.87,Windows Server,12,8,56.35,67.83,Data Center,358,1
c343da6e-ba7b-436b-9438-8dcec8c36988,Server B,Offline,18.96,55.86,31.73,Linux,16,64,38.41,35.93,Data Center,336,1
2e3aa9dc-9bbc-4334-beef-6d0da2db81ee,Server C,Online,77.42,55.63,67.87,Linux,6,8,60.42,50.06,Office,354,1
bb626a70-96b7-4404-a9dc-128b61251e4c,Server C,Online,73.42,30.37,76.57,Windows Server,6,64,19.33,92.73,Office,221,1
f8a6ff96-e21a-4750-a21d-050ff776e472,Server C,Offline,83.62,88.17,52.13,Ubuntu Server,8,64,42.32,70.92,Office,251,1
2739d98b-955d-4cee-962f-c0a2bbf26fd0,Server B,Online,70.69,46.37,68.3,Linux,4,32,80.81,67.31,Data Center,10,0
c7d8d30f-75fd-44fe-af33-e0bdaa3f3f0d,Server B,Online,13.53,62.24,39.98,Windows Server,4,64,55.64,22.17,Office,213,1
2da1495c-9249-453e-b266-0448d14903f5,Server B,Offline,35.4,87.21,44.94,Ubuntu Server,4,16,91.3,11.53,Data Center,352,1
fc3800e4-41b9-474e-a4fc-7baba9348193,Server A,Online,66.28,67.37,65.06,Linux,6,64,97.58,39.44,Office,318,1
b4594eb2-2b03-451b-a79a-39ed26ac446f,Server C,Online,91.35,58.12,92.06,Linux,4,32,32.97,15.45,Data Center,96,1
60dc7085-a810-4771-8527-9a6bd905b5ac,Server C,Online,45.11,81.37,70.08,Windows Server,6,16,72.11,97.45,Data Center,147,1
f3edb69d-753e-4c05-9d11-1f4dd1b52f05,Server B,Online,81.33,42.09,32.17,Ubuntu Server,16,16,17.6,88.42,Data Center,33,0
290f3a89-3291-4104-a8d7-bb84f9950ec9,Server B,Offline,15.0,20.37,29.33,Ubuntu Server,12,16,57.64,78.79,Data Center,198,1
4f0eb45e-588d-40fc-a96f-27176c9e8570,Server B,Online,35.43,80.6,39.69,Ubuntu Server,6,64,31.61,20.05,Data Center,310,1
dc70215e-2923-4d7d-b675-bfc4b6a67f2d,Server A,Offline,25.64,43.29,51.95,Linux,12,16,68.16,75.38,Data Center,51,0
5dc49a2d-72cd-4bc8-b4ee-45c352d631fd,Server A,Offline,15.83,51.95,77.26,Linux,6,32,74.76,14.98,Data Center,248,1
79234dbf-58cf-4da8-b759-e7e4ad0ce783,Server A,Online,65.56,78.48,53.8,Ubuntu Server,12,64,93.32,41.02,Office,44,1
2f1d0aae-118d-4a49-85f5-0e9da227e3a3,Server A,Offline,30.9,34.09,59.73,Ubuntu Server,6,32,76.81,14.71,Data Center,44,0
3d1d244e-68ff-464d-9a66-950b75eeafc8,Server C,Offline,29.74,63.12,44.94,Ubuntu Server,6,32,72.53,99.06,Office,314,1
e60d480b-21ae-4e81-b13d-eda31a71ca55,Server B,Offline,90.28,30.63,10.11,Linux,12,32,60.99,49.11,Office,215,1
1dfcac3b-5ce4-4f77-af48-c0df17313c92,Server A,Online,67.26,86.92,71.16,Ubuntu Server,6,8,75.26,11.73,Office,132,0
e66ef34b-cfb5-42fd-b15a-5ac1546e9740,Server A,Offline,78.76,33.87,37.3,Linux,8,32,92.13,95.34,Office,87,1
8ec95d28-ca08-42d3-9cf5-23df545b16e1,Server A,Online,22.27,39.5,11.05,Windows Server,12,64,69.37,77.11,Office,318,1
f23a8b04-966b-41a9-964a-b2d17302e1bf,Server C,Offline,89.13,82.03,56.81,Windows Server,8,64,47.46,17.29,Data Center,352,1
51f693b6-9918-4c65-857c-b17ee9283664,Server B,Online,16.2,55.36,10.65,Linux,6,32,45.16,22.7,Office,248,1
abab241c-0a7a-45b3-98a6-b9f648756cbc,Server B,Online,73.54,49.79,49.46,Ubuntu Server,12,64,43.28,86.91,Office,314,1
2f5cffce-70fd-4fa8-809f-11455323b979,Server A,Offline,32.85,78.26,34.56,Linux,6,8,78.18,15.0,Data Center,107,0
7bbc57ee-5a51-4d38-9cea-ceb44f1c73ad,Server C,Online,88.32,13.05,38.76,Linux,4,16,46.01,78.31,Data Center,295,1
e0290bf3-8361-493f-9016-999ca6b1f2c1,Server C,Offline,86.11,45.47,68.86,Windows Server,16,32,46.48,21.12,Office,96,0
1228713b-54b7-4129-bd12-c8bf07bb441e,Server B,Offline,33.5,93.96,50.76,Linux,16,64,41.27,51.21,Data Center,134,1
207675fc-bc0a-43a7-b17d-14d99a7c1aba,Server B,Online,62.22,15.13,42.73,Linux,4,16,17.3,91.73,Data Center,147,1
80632ac1-89a3-4f0c-b433-d0dfe89dd634,Server B,Offline,60.06,37.69,33.27,Windows Server,6,32,78.92,45.88,Office,37,0
3942cb9a-a2b7-4368-a55b-2535724d176d,Server C,Online,11.83,43.97,55.57,Ubuntu Server,12,8,68.27,36.83,Office,364,1
fe000110-4a9f-497e-8a92-124f65a397ec,Server B,Online,20.5,69.03,50.42,Windows Server,12,8,62.7,59.7,Data Center,2,0
